PassengerId,HomePlanet,CryoSleep,Deck,Num,Side,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,FirstName,LastName,Spa,VRDeck,Transported
2755_01,3,1,2,85,1,1,36.0,0,0.0,0.0,0.0,1668,1258,0.0,0.0,1
2756_01,2,0,6,572,1,1,23.0,0,253.0,0.0,0.0,2546,770,888.0,0.0,0
2758_01,1,1,7,446,1,2,24.0,0,-1.0,0.0,0.0,1825,2359,0.0,0.0,1
2759_01,1,0,5,167,1,3,33.0,0,0.0,0.0,170.0,2207,1635,14.0,810.0,0
2760_01,1,-1,7,438,2,3,18.0,0,0.0,0.0,0.0,1072,1524,0.0,0.0,0
2760_02,1,1,7,438,2,3,2.0,0,0.0,0.0,0.0,2399,1954,0.0,0.0,0
2760_03,1,1,7,438,2,3,0.0,0,0.0,0.0,0.0,96,1524,0.0,0.0,1
2762_01,1,0,7,439,2,3,36.0,0,625.0,0.0,260.0,488,688,0.0,0.0,0
2762_02,1,0,7,439,2,1,15.0,0,254.0,0.0,10.0,806,688,180.0,0.0,0
2763_01,1,0,5,168,1,3,31.0,0,91.0,756.0,0.0,341,303,0.0,12.0,1
2764_01,1,0,5,189,2,3,42.0,0,0.0,0.0,213.0,130,854,166.0,1209.0,1
2765_01,2,0,6,532,2,3,27.0,0,1502.0,1.0,0.0,739,1986,0.0,0.0,0
2768_01,1,0,6,533,2,3,36.0,0,123.0,3.0,-1.0,737,1850,7.0,0.0,1
2768_02,1,0,7,442,2,3,0.0,0,0.0,0.0,0.0,2456,1850,0.0,0.0,0
2768_03,1,1,7,442,2,3,3.0,0,0.0,0.0,0.0,2841,1850,0.0,0.0,0
2769_01,1,0,6,573,1,2,22.0,0,0.0,837.0,192.0,483,956,0.0,-1.0,0
2770_01,1,0,7,443,2,3,56.0,0,0.0,1721.0,0.0,2415,2196,96.0,0.0,0
2772_01,1,0,7,444,2,3,23.0,0,0.0,0.0,0.0,530,111,757.0,0.0,0
2773_01,2,0,4,94,2,3,25.0,0,314.0,2.0,648.0,1170,424,92.0,0.0,0
2774_01,1,0,6,575,1,3,29.0,0,3.0,0.0,3.0,675,381,0.0,697.0,0
2774_02,1,0,6,575,1,3,17.0,0,0.0,1195.0,31.0,2216,461,0.0,0.0,0
2774_03,1,0,6,575,1,3,13.0,0,412.0,4.0,0.0,677,381,0.0,551.0,0
2778_01,2,0,4,82,1,3,35.0,-1,2301.0,0.0,414.0,504,2150,-1.0,0.0,1
2778_02,2,1,6,576,1,1,53.0,0,-1.0,0.0,0.0,1270,2150,0.0,0.0,1
2780_01,1,0,6,578,1,3,24.0,0,14.0,702.0,0.0,1769,621,0.0,0.0,0
2781_01,1,1,7,447,1,3,38.0,0,0.0,0.0,0.0,2223,2339,0.0,0.0,0
2783_01,3,1,4,83,1,1,21.0,0,0.0,0.0,0.0,1371,341,0.0,0.0,1
2783_02,3,0,4,83,1,1,29.0,0,2.0,8.0,0.0,1830,341,2864.0,155.0,0
2784_01,1,0,7,448,1,3,46.0,0,0.0,0.0,1661.0,848,1172,52.0,8.0,1
2785_01,3,1,3,102,2,3,58.0,0,-1.0,0.0,0.0,2334,650,0.0,0.0,1
2786_01,1,0,5,190,2,2,53.0,0,0.0,1.0,0.0,604,2167,195.0,493.0,1
2787_01,1,0,6,535,2,1,21.0,0,13.0,-1.0,1098.0,2501,652,64.0,1.0,0
2788_01,1,1,7,449,1,2,27.0,0,0.0,0.0,0.0,847,1434,0.0,0.0,0
2789_01,1,1,7,450,1,3,31.0,0,0.0,0.0,0.0,76,935,0.0,0.0,0
2790_01,3,1,2,86,1,1,23.0,-1,0.0,0.0,0.0,1642,272,0.0,0.0,1
2790_02,3,0,2,86,1,1,41.0,0,0.0,320.0,4333.0,2373,272,1313.0,51.0,0
2790_03,3,0,2,86,1,3,29.0,0,3.0,933.0,0.0,2341,272,674.0,731.0,0
2790_04,3,0,2,86,1,1,54.0,0,0.0,37.0,0.0,185,272,4689.0,0.0,0
2790_05,3,0,2,86,1,1,43.0,0,0.0,9923.0,660.0,2368,272,10.0,266.0,1
2792_01,1,1,7,446,2,2,36.0,0,0.0,0.0,0.0,234,716,0.0,0.0,1
2793_01,1,0,5,169,1,3,48.0,0,784.0,87.0,0.0,2728,907,0.0,1.0,1
2795_01,3,0,3,103,2,3,34.0,0,10.0,5659.0,15.0,1726,277,3.0,0.0,1
2795_02,3,0,3,103,2,3,42.0,0,0.0,802.0,0.0,1526,277,2622.0,671.0,0
2796_01,1,0,6,536,2,1,17.0,0,0.0,0.0,0.0,2399,1954,863.0,0.0,0
2797_01,1,0,6,580,1,3,22.0,0,0.0,0.0,0.0,81,2184,0.0,1345.0,0
2798_01,3,0,1,23,1,3,37.0,0,6.0,437.0,-1.0,1911,1426,54.0,3030.0,0
2798_02,3,1,1,23,1,1,38.0,0,0.0,0.0,0.0,866,1426,0.0,0.0,1
2799_01,1,0,7,447,2,3,21.0,0,3.0,0.0,0.0,2004,2157,881.0,0.0,0
2799_02,0,1,7,447,2,2,23.0,0,0.0,0.0,0.0,341,2157,0.0,0.0,1
2801_01,3,0,2,87,1,3,27.0,0,1.0,767.0,0.0,1589,2374,13104.0,3657.0,0
2802_01,1,0,6,581,1,3,23.0,0,18.0,2595.0,0.0,25,986,0.0,122.0,1
2805_01,1,0,6,582,1,3,19.0,0,0.0,0.0,366.0,1660,1887,268.0,0.0,0
2806_01,2,0,4,95,2,3,28.0,0,948.0,0.0,64.0,909,1215,170.0,0.0,0
2807_01,1,0,5,171,1,3,33.0,0,0.0,0.0,154.0,407,902,22.0,820.0,0
2807_02,1,1,7,452,1,2,24.0,0,0.0,0.0,0.0,2853,902,0.0,0.0,0
2807_03,1,1,7,452,1,3,0.0,0,0.0,0.0,0.0,2180,1712,0.0,0.0,1
2809_01,1,1,7,453,1,3,41.0,0,0.0,0.0,0.0,652,2358,0.0,0.0,1
2810_01,1,1,7,454,1,3,19.0,0,0.0,0.0,0.0,2415,1012,0.0,0.0,0
2811_01,1,0,6,537,2,3,44.0,0,0.0,0.0,0.0,96,147,0.0,871.0,0
2812_01,2,0,6,538,2,1,43.0,0,803.0,0.0,384.0,2069,1311,120.0,0.0,1
2813_01,1,1,7,449,2,3,14.0,0,0.0,0.0,0.0,1893,2052,0.0,0.0,1
2814_01,0,1,7,455,1,2,18.0,0,0.0,0.0,0.0,2668,870,0.0,0.0,1
2817_01,0,0,6,584,1,3,25.0,0,237.0,0.0,910.0,1758,1856,0.0,12.0,0
2818_01,2,0,6,585,1,3,0.0,0,0.0,0.0,0.0,391,124,0.0,0.0,1
2818_02,2,1,6,585,1,1,4.0,0,0.0,0.0,0.0,2599,124,0.0,0.0,1
2818_03,2,0,6,585,1,3,24.0,0,165.0,0.0,981.0,1088,124,2.0,0.0,1
2819_01,1,0,6,586,1,3,38.0,0,77.0,169.0,0.0,1954,1631,0.0,470.0,0
2820_01,1,1,7,457,1,3,44.0,0,0.0,0.0,0.0,812,1566,0.0,0.0,1
2821_01,1,1,7,458,1,1,57.0,0,0.0,0.0,0.0,2282,395,0.0,0.0,1
2822_01,0,1,7,450,2,1,3.0,0,0.0,0.0,-1.0,1081,2078,0.0,0.0,1
2822_02,1,-1,7,450,2,3,5.0,-1,0.0,0.0,0.0,271,2078,0.0,-1.0,0
2822_03,1,1,7,450,2,1,3.0,0,0.0,-1.0,0.0,966,2078,0.0,0.0,1
2822_04,1,1,7,450,2,0,18.0,0,0.0,0.0,0.0,819,2078,0.0,0.0,1
2822_05,0,1,7,450,2,3,8.0,0,0.0,0.0,0.0,528,2078,0.0,0.0,0
2823_01,2,1,6,587,1,3,21.0,0,0.0,0.0,0.0,2866,1758,0.0,0.0,1
2824_01,3,1,3,104,2,1,35.0,0,0.0,0.0,0.0,2700,2227,0.0,0.0,1
2825_01,2,-1,6,539,2,3,47.0,0,0.0,0.0,0.0,2070,1366,0.0,0.0,1
2826_01,3,0,3,96,1,1,28.0,0,1581.0,213.0,0.0,438,2243,18.0,3051.0,0
2826_02,3,0,3,96,1,3,49.0,0,20.0,6807.0,174.0,1076,2243,3538.0,2473.0,0
2831_01,3,0,4,86,1,3,23.0,0,0.0,824.0,0.0,2458,261,495.0,1479.0,1
2831_02,3,0,4,86,1,3,19.0,0,0.0,1.0,0.0,600,1875,2085.0,55.0,0
2832_01,1,0,5,173,1,3,34.0,0,0.0,250.0,23.0,2399,1954,0.0,514.0,0
2834_01,3,0,3,105,2,3,40.0,1,0.0,11.0,0.0,227,2189,2205.0,1295.0,1
2835_01,3,0,1,24,1,1,26.0,1,0.0,186.0,-1.0,481,198,548.0,5058.0,0
2837_01,1,0,6,588,1,2,23.0,0,0.0,0.0,-1.0,337,1376,3.0,1919.0,0
2838_01,2,0,5,174,1,3,22.0,0,0.0,0.0,0.0,279,744,0.0,0.0,0
2839_01,3,0,3,107,2,3,51.0,0,1.0,3935.0,0.0,1775,761,146.0,0.0,1
2840_01,1,0,6,540,2,1,44.0,0,672.0,0.0,0.0,659,659,0.0,20.0,0
2843_01,2,0,5,175,1,3,50.0,0,357.0,0.0,657.0,60,1025,0.0,0.0,0
2846_01,1,1,7,452,2,3,28.0,0,0.0,0.0,0.0,1219,1413,0.0,0.0,1
2847_01,1,1,7,464,1,3,13.0,0,0.0,0.0,0.0,2800,1023,0.0,0.0,1
2852_01,1,0,7,465,1,0,21.0,0,33.0,126.0,0.0,446,1947,461.0,0.0,0
2853_01,1,0,6,544,2,3,20.0,0,56.0,757.0,111.0,2796,2366,0.0,0.0,1
2854_01,1,0,6,591,1,1,14.0,0,0.0,-1.0,14.0,1357,233,692.0,809.0,0
2856_01,3,0,3,108,2,1,38.0,0,0.0,896.0,0.0,613,2174,-1.0,4168.0,0
2857_01,1,0,6,545,2,2,29.0,0,631.0,-1.0,0.0,1503,609,40.0,0.0,0
2858_01,3,1,3,109,2,3,36.0,0,0.0,0.0,0.0,2783,689,0.0,0.0,1
2858_02,3,1,3,109,2,3,16.0,0,0.0,0.0,0.0,1047,689,0.0,0.0,1
2858_03,3,1,3,109,2,3,40.0,0,0.0,-1.0,0.0,827,689,0.0,0.0,1
2859_01,3,1,3,98,1,1,-1.0,0,0.0,0.0,0.0,945,1353,0.0,0.0,1
2860_01,1,0,6,546,2,2,18.0,0,154.0,22.0,77.0,1712,2048,1053.0,0.0,1
2861_01,1,0,6,547,2,3,17.0,0,5.0,756.0,0.0,1249,2011,0.0,0.0,1
2862_01,2,1,5,193,2,3,32.0,0,0.0,0.0,0.0,2792,117,0.0,0.0,1
2863_01,1,0,7,466,1,3,27.0,0,0.0,2.0,49.0,1893,2383,0.0,801.0,0
2865_01,2,0,4,88,1,3,34.0,0,2904.0,23.0,7.0,478,1121,0.0,81.0,0
2865_02,2,0,4,88,1,3,53.0,0,520.0,0.0,442.0,2529,1121,0.0,0.0,1
2866_01,3,1,3,110,2,3,36.0,1,0.0,0.0,0.0,447,1129,0.0,0.0,1
2867_01,2,0,4,89,1,3,41.0,0,71.0,0.0,1617.0,507,1582,31.0,0.0,0
2867_02,2,0,5,176,1,3,51.0,0,819.0,4.0,92.0,2310,1582,38.0,0.0,0
2869_01,1,1,7,467,1,2,61.0,0,0.0,0.0,0.0,2059,2329,0.0,0.0,1
2870_01,1,0,7,454,2,3,59.0,0,0.0,0.0,1.0,2431,1240,920.0,1.0,1
2871_01,3,1,2,88,1,3,17.0,0,0.0,0.0,0.0,2089,237,-1.0,0.0,1
2871_02,3,1,2,88,1,3,27.0,0,0.0,0.0,0.0,742,237,0.0,0.0,1
2872_01,1,0,7,455,2,2,57.0,0,0.0,1431.0,0.0,1638,229,30.0,337.0,1
2873_01,2,0,5,194,2,1,39.0,0,2127.0,-1.0,23.0,1952,322,0.0,0.0,0
2875_01,3,1,2,107,2,1,55.0,0,0.0,0.0,0.0,1883,1950,0.0,0.0,1
2876_01,1,0,7,456,2,3,42.0,0,173.0,656.0,0.0,1990,2019,0.0,23.0,0
2877_01,1,0,6,592,1,3,36.0,0,418.0,40.0,7.0,2176,2190,338.0,0.0,0
2878_01,2,0,6,593,1,3,42.0,0,44.0,0.0,3648.0,2810,1904,0.0,9.0,1
2880_01,1,1,7,468,1,2,32.0,0,0.0,0.0,0.0,1002,2224,0.0,0.0,0
2881_01,1,0,7,457,2,1,6.0,0,0.0,0.0,0.0,2684,844,0.0,0.0,0
2882_01,1,1,7,458,2,3,15.0,0,0.0,0.0,0.0,1904,2279,0.0,0.0,0
2883_01,1,0,6,595,1,3,28.0,0,0.0,93.0,1282.0,1921,634,0.0,0.0,1
2884_01,2,0,4,90,1,3,37.0,0,912.0,0.0,0.0,2492,2065,-1.0,0.0,0
2887_01,1,0,7,459,2,3,44.0,0,0.0,0.0,744.0,442,1227,62.0,3.0,0
2888_01,2,0,6,597,1,3,71.0,1,901.0,0.0,1698.0,2807,427,0.0,0.0,0
2890_01,3,0,2,89,1,3,44.0,0,0.0,351.0,0.0,1241,1733,3.0,3447.0,0
2890_02,3,1,2,89,1,3,36.0,0,0.0,0.0,0.0,1475,1733,0.0,0.0,1
2891_01,1,0,7,460,2,3,18.0,0,4.0,904.0,0.0,1520,591,0.0,1.0,0
2892_01,1,0,7,469,1,2,3.0,0,0.0,0.0,0.0,22,143,0.0,0.0,1
2892_02,1,1,7,469,1,1,12.0,0,0.0,0.0,0.0,1966,1815,0.0,0.0,0
2892_03,1,1,7,469,1,1,0.0,0,0.0,0.0,0.0,1719,1815,0.0,0.0,1
2892_04,1,0,6,598,1,3,29.0,0,0.0,1311.0,0.0,2559,143,0.0,0.0,0
2892_05,1,0,7,469,1,3,9.0,0,0.0,0.0,0.0,2708,143,0.0,0.0,0
2893_01,1,0,7,470,1,1,27.0,0,688.0,307.0,779.0,283,1837,0.0,19.0,0
2894_01,1,0,6,599,1,2,24.0,0,0.0,0.0,443.0,2004,2115,244.0,1.0,0
2897_01,1,0,7,461,2,3,38.0,0,1.0,0.0,288.0,2391,247,0.0,556.0,1
2899_01,2,0,6,600,1,3,28.0,0,523.0,0.0,0.0,1168,1213,970.0,0.0,0
2900_01,2,1,0,0,0,3,26.0,0,0.0,0.0,0.0,2599,830,0.0,0.0,1
2901_01,1,0,6,601,1,3,16.0,0,0.0,20.0,0.0,139,1088,300.0,681.0,0
2901_02,1,0,6,601,1,2,24.0,0,-1.0,2.0,25.0,1192,1088,-1.0,707.0,1
2902_01,1,0,7,471,1,3,33.0,0,123.0,760.0,0.0,1953,2311,0.0,0.0,0
2905_01,1,0,7,462,2,1,24.0,0,489.0,0.0,-1.0,2168,1358,0.0,0.0,0
2906_01,1,0,7,463,2,0,29.0,0,1.0,0.0,133.0,572,2196,104.0,574.0,0
2907_01,1,0,6,552,2,3,25.0,0,0.0,9.0,2005.0,806,20,0.0,5.0,1
2908_01,1,0,7,464,2,0,0.0,0,0.0,0.0,0.0,826,1871,0.0,0.0,0
2908_02,0,0,6,553,2,3,13.0,0,649.0,2.0,0.0,1041,1871,124.0,143.0,0
2909_01,1,1,7,473,1,1,7.0,0,0.0,0.0,0.0,1887,1859,0.0,0.0,0
2910_01,1,0,6,602,1,2,32.0,0,0.0,0.0,736.0,2190,1554,0.0,0.0,0
2912_01,2,1,5,178,1,3,34.0,0,0.0,0.0,0.0,454,400,0.0,0.0,0
2913_01,2,0,6,603,1,3,49.0,0,21.0,25.0,1509.0,2308,1260,0.0,1042.0,0
2919_01,2,0,4,96,2,3,43.0,0,13.0,2119.0,315.0,615,606,0.0,261.0,1
2919_02,2,0,6,555,2,3,0.0,0,0.0,0.0,0.0,2522,606,0.0,0.0,1
2919_03,2,1,6,555,2,3,6.0,0,-1.0,0.0,0.0,577,606,0.0,0.0,1
2920_01,1,0,6,606,1,3,23.0,0,0.0,179.0,569.0,1768,2172,0.0,0.0,1
2925_01,2,0,6,609,1,3,43.0,0,336.0,11.0,796.0,34,582,15.0,0.0,1
2925_02,2,1,6,609,1,1,23.0,0,0.0,0.0,0.0,154,582,0.0,0.0,1
2926_01,2,0,0,0,0,3,43.0,0,828.0,25.0,545.0,2807,1359,107.0,0.0,0
2927_01,2,1,6,611,1,1,41.0,0,0.0,0.0,0.0,2799,1746,0.0,0.0,1
2928_01,3,0,2,92,1,1,54.0,1,0.0,2062.0,2.0,840,1233,19.0,1618.0,0
2928_02,3,1,2,92,1,3,51.0,0,0.0,0.0,-1.0,138,2368,0.0,0.0,1
2928_03,3,1,2,92,1,3,44.0,0,0.0,0.0,0.0,2385,1233,0.0,0.0,1
2929_01,1,1,7,467,2,2,48.0,0,0.0,0.0,0.0,2618,267,0.0,0.0,1
2930_01,1,0,7,474,1,3,45.0,0,-1.0,9.0,0.0,1379,1169,857.0,16.0,0
2934_01,1,0,6,557,2,2,20.0,0,0.0,689.0,0.0,713,784,0.0,0.0,0
2935_01,3,0,8,2,1,3,33.0,0,0.0,28.0,0.0,2399,1954,6841.0,543.0,0
2936_01,1,0,7,468,2,3,21.0,0,15.0,30.0,11.0,975,1871,2.0,388.0,0
2938_01,3,1,3,100,1,3,68.0,0,0.0,0.0,0.0,1659,1600,0.0,0.0,1
2940_01,1,0,6,615,1,2,23.0,0,5.0,308.0,363.0,251,276,7.0,0.0,1
2941_01,1,0,7,477,1,3,16.0,-1,24.0,0.0,13.0,2202,1837,717.0,0.0,0
2942_01,1,0,6,558,2,3,35.0,0,198.0,44.0,97.0,1882,577,30.0,510.0,0
2943_01,1,1,7,478,1,3,22.0,0,0.0,0.0,0.0,132,1242,0.0,0.0,0
2944_01,1,0,6,559,2,3,51.0,0,214.0,3.0,16.0,2569,768,569.0,0.0,0
2944_02,1,0,7,469,2,2,2.0,0,-1.0,0.0,0.0,2097,768,0.0,0.0,0
2944_03,1,1,7,469,2,1,29.0,0,0.0,0.0,0.0,200,768,0.0,0.0,0
2944_04,1,0,7,469,2,3,0.0,0,0.0,0.0,0.0,595,768,0.0,0.0,1
2945_01,1,1,7,479,1,1,39.0,0,0.0,0.0,0.0,1322,1933,0.0,0.0,1
2948_01,3,0,3,112,2,3,55.0,0,0.0,1971.0,77.0,1061,238,577.0,1050.0,1
2949_01,1,1,7,482,1,3,22.0,0,0.0,0.0,0.0,1900,156,-1.0,0.0,0
2950_01,1,0,6,617,1,3,20.0,0,310.0,0.0,374.0,640,1008,0.0,5.0,0
2953_01,0,0,5,179,1,1,25.0,0,0.0,641.0,0.0,685,1419,2.0,0.0,1
2954_01,1,0,6,619,1,1,18.0,0,235.0,0.0,101.0,448,1484,0.0,316.0,1
2956_01,1,0,7,470,2,2,28.0,0,3.0,141.0,0.0,1437,415,0.0,1689.0,0
2958_01,1,0,6,561,2,3,26.0,0,1822.0,0.0,4.0,2569,1029,107.0,1204.0,0
2959_01,1,0,6,620,1,2,28.0,0,1.0,0.0,933.0,2399,1954,614.0,0.0,0
2960_01,1,0,6,562,2,3,54.0,0,-1.0,-1.0,0.0,1998,1444,0.0,0.0,0
2961_01,1,0,6,621,1,3,56.0,0,0.0,54.0,0.0,2196,1922,724.0,0.0,0
2962_01,2,0,5,180,1,3,25.0,0,1228.0,0.0,132.0,641,1636,0.0,0.0,0
2964_01,3,0,1,35,2,3,26.0,0,2050.0,8525.0,0.0,803,15,270.0,636.0,0
2965_01,1,0,6,622,1,3,14.0,0,0.0,0.0,709.0,2646,125,258.0,3.0,0
2966_01,1,0,5,181,1,3,21.0,0,2.0,417.0,323.0,2015,2139,0.0,84.0,1
2968_01,1,1,7,485,1,3,43.0,0,0.0,-1.0,0.0,2689,2079,0.0,0.0,1
2969_01,1,0,7,486,1,0,37.0,0,221.0,0.0,32.0,1963,16,38.0,516.0,0
2970_01,1,0,0,0,0,3,-1.0,0,740.0,82.0,6.0,7,747,-1.0,1.0,0
2971_01,3,0,8,3,1,3,38.0,0,0.0,3135.0,0.0,470,1405,26.0,3.0,1
2972_01,1,0,5,182,1,3,14.0,0,0.0,1.0,1441.0,519,2244,0.0,190.0,1
2975_01,1,-1,6,564,2,2,20.0,0,0.0,0.0,585.0,1236,278,0.0,10.0,0
2979_01,3,0,2,93,1,3,33.0,0,0.0,0.0,0.0,521,1087,0.0,0.0,0
2982_01,3,1,2,111,2,1,33.0,0,0.0,0.0,0.0,2143,726,0.0,0.0,1
2983_01,1,0,5,183,1,3,13.0,0,0.0,0.0,31.0,1596,963,0.0,810.0,1
2984_01,3,0,4,97,2,3,37.0,0,0.0,210.0,0.0,438,598,4114.0,0.0,0
2986_01,2,0,5,197,2,3,15.0,0,5711.0,0.0,2516.0,1684,756,0.0,1370.0,0
2988_01,3,0,1,36,2,1,33.0,0,396.0,1280.0,7.0,2491,2259,308.0,4941.0,0
2990_01,1,1,7,472,2,2,24.0,0,0.0,0.0,0.0,2037,1088,0.0,0.0,1
2992_01,0,0,6,570,2,2,49.0,0,0.0,-1.0,0.0,1366,692,160.0,528.0,0
2993_01,1,0,6,571,2,3,24.0,0,1252.0,6.0,-1.0,2694,1484,123.0,706.0,0
2994_01,1,0,5,198,2,3,24.0,0,173.0,0.0,14.0,1481,391,0.0,603.0,0
2995_01,3,1,2,94,1,1,26.0,0,0.0,0.0,0.0,2845,1350,0.0,0.0,1
2995_02,3,1,2,94,1,1,40.0,0,0.0,0.0,0.0,1460,1350,0.0,0.0,1
2996_01,1,0,6,626,1,1,31.0,0,0.0,611.0,2.0,2399,1954,4.0,22.0,0
2998_01,3,0,3,113,2,0,47.0,0,0.0,5252.0,0.0,2523,1316,124.0,300.0,1
3000_01,1,0,6,627,1,3,19.0,0,736.0,0.0,0.0,2220,916,0.0,1.0,0
3001_01,3,0,3,101,1,1,38.0,1,0.0,1577.0,0.0,873,294,425.0,4359.0,0
3001_02,3,0,3,101,1,1,33.0,0,0.0,1001.0,2280.0,2523,294,-1.0,29.0,1
3003_01,3,1,3,114,2,3,45.0,0,0.0,0.0,0.0,2333,987,0.0,0.0,1
3004_01,1,1,7,473,2,3,1.0,0,0.0,0.0,0.0,2376,394,0.0,0.0,1
3004_02,1,0,6,572,2,3,32.0,0,0.0,53.0,0.0,2642,394,744.0,0.0,0
3005_01,2,1,6,573,2,3,70.0,0,0.0,0.0,0.0,577,1220,0.0,0.0,1
3006_01,1,0,7,474,2,2,19.0,0,23.0,0.0,0.0,645,1214,0.0,732.0,0
3009_01,2,1,5,185,1,2,55.0,0,0.0,0.0,0.0,2400,528,0.0,0.0,1
3010_01,3,0,2,96,1,3,48.0,0,0.0,8403.0,0.0,1979,594,7627.0,83.0,0
3012_01,1,0,7,475,2,3,66.0,0,1187.0,1.0,-1.0,2873,1786,6.0,0.0,0
3013_01,0,0,6,629,1,3,13.0,0,-1.0,256.0,0.0,647,2072,207.0,409.0,0
3014_01,3,0,3,115,2,1,40.0,0,82.0,1390.0,0.0,571,1816,347.0,6237.0,0
3015_01,1,0,5,199,2,3,35.0,0,0.0,1438.0,0.0,1994,858,112.0,74.0,1
3018_01,1,0,6,630,1,3,32.0,0,0.0,49.0,2.0,1398,2138,639.0,0.0,0
3019_01,2,0,5,187,1,3,51.0,0,1644.0,0.0,234.0,1454,940,157.0,64.0,0
3020_01,3,0,2,112,2,3,37.0,0,0.0,216.0,0.0,1046,1543,5391.0,3372.0,0
3021_01,1,0,7,476,2,3,31.0,0,517.0,1.0,301.0,2870,916,60.0,4.0,0
3021_02,1,0,6,574,2,3,37.0,0,608.0,0.0,6.0,2301,916,0.0,1637.0,0
3022_01,3,0,3,102,1,3,38.0,0,0.0,3331.0,270.0,35,842,2.0,3510.0,0
3022_02,3,0,3,102,1,1,19.0,0,0.0,329.0,0.0,348,842,3154.0,312.0,0
3023_01,2,1,6,631,1,3,33.0,0,0.0,0.0,0.0,1629,1287,0.0,0.0,1
3024_01,1,0,6,632,1,3,19.0,0,0.0,0.0,1752.0,1402,2378,187.0,0.0,1
3025_01,1,0,7,477,2,3,31.0,0,2.0,788.0,0.0,2399,1954,128.0,9.0,1
3025_02,1,0,7,477,2,3,43.0,0,45.0,8.0,0.0,1232,2381,607.0,44.0,0
3026_01,1,1,7,492,1,3,22.0,0,0.0,0.0,0.0,1586,900,0.0,0.0,0
3027_01,1,1,7,493,1,3,24.0,0,0.0,0.0,0.0,878,8,0.0,0.0,0
3029_01,3,0,3,103,1,1,21.0,0,0.0,878.0,82.0,786,737,360.0,1784.0,0
3029_02,3,-1,3,103,1,3,14.0,0,0.0,0.0,0.0,2422,737,0.0,0.0,1
3030_01,3,0,2,97,1,1,30.0,0,728.0,2551.0,0.0,450,1056,48.0,1804.0,1
3030_02,3,1,2,97,1,3,22.0,0,0.0,0.0,0.0,1060,1056,0.0,0.0,1
3032_01,1,0,7,478,2,3,11.0,0,0.0,0.0,0.0,1972,2202,0.0,0.0,0
3032_02,1,1,7,478,2,3,4.0,0,0.0,0.0,0.0,1565,2202,0.0,0.0,0
3032_03,1,0,7,478,2,3,0.0,0,0.0,0.0,0.0,965,2202,0.0,0.0,0
3032_04,1,0,6,575,2,3,30.0,0,479.0,12.0,25.0,2730,2202,643.0,283.0,0
3033_01,1,0,7,479,2,2,21.0,0,0.0,27.0,1181.0,1442,958,0.0,513.0,0
3034_01,3,0,0,0,0,3,40.0,0,0.0,0.0,0.0,1240,356,0.0,0.0,0
3036_01,1,0,6,634,1,2,57.0,0,506.0,0.0,1.0,300,1633,178.0,0.0,0
3038_01,2,0,6,576,2,3,35.0,-1,1228.0,0.0,0.0,350,771,0.0,0.0,0
3039_01,3,0,1,37,2,3,32.0,0,0.0,0.0,0.0,838,1558,0.0,0.0,0
3040_01,2,0,6,577,2,3,32.0,0,2616.0,0.0,2.0,2388,1432,5.0,0.0,0
3042_01,1,0,6,578,2,3,30.0,0,0.0,0.0,301.0,1636,1169,0.0,437.0,0
3044_01,1,0,6,636,1,3,69.0,0,577.0,139.0,0.0,378,2176,0.0,0.0,0
3045_01,1,1,7,480,2,3,21.0,0,0.0,0.0,0.0,1664,1538,0.0,0.0,0
3047_01,2,1,5,190,1,2,17.0,0,0.0,-1.0,0.0,2254,192,0.0,0.0,1
3047_02,2,0,5,190,1,3,16.0,0,995.0,0.0,6.0,1171,192,48.0,0.0,0
3048_01,2,1,5,200,2,3,25.0,0,0.0,0.0,0.0,186,155,-1.0,0.0,0
3050_01,3,0,5,191,1,3,25.0,0,1586.0,2342.0,947.0,264,1042,1.0,276.0,1
3053_01,3,0,0,0,0,1,52.0,0,0.0,2.0,0.0,1829,205,10976.0,810.0,0
3054_01,1,0,6,579,2,3,13.0,0,578.0,77.0,0.0,2190,2400,306.0,5.0,0
3055_01,1,0,6,637,1,3,37.0,0,1086.0,0.0,0.0,710,1294,41.0,0.0,0
3060_01,2,0,6,581,2,3,13.0,0,760.0,2.0,2.0,1926,138,-1.0,0.0,0
3060_02,2,0,4,98,2,3,45.0,0,3309.0,0.0,10.0,1594,138,0.0,0.0,0
3060_03,2,-1,5,201,2,3,55.0,0,0.0,0.0,0.0,1694,138,0.0,0.0,0
3061_01,1,0,6,638,1,3,22.0,0,664.0,0.0,0.0,1287,1771,65.0,0.0,0
3061_02,1,0,7,498,1,3,39.0,0,0.0,0.0,0.0,98,572,1745.0,72.0,0
3062_01,2,0,4,99,2,3,35.0,0,741.0,0.0,31.0,1623,1570,0.0,36.0,0
3063_01,1,1,7,499,1,2,19.0,0,0.0,0.0,0.0,1781,270,0.0,0.0,1
3063_02,1,1,7,499,1,3,7.0,0,0.0,0.0,0.0,564,270,0.0,0.0,1
3063_03,1,0,5,192,1,3,19.0,0,1.0,0.0,0.0,2331,270,450.0,254.0,0
3064_01,1,1,7,482,2,3,21.0,0,0.0,0.0,0.0,422,916,0.0,0.0,1
3065_01,3,0,4,94,1,1,37.0,0,0.0,2065.0,1650.0,384,608,356.0,1.0,1
3066_01,1,0,5,193,1,3,35.0,0,1609.0,0.0,0.0,1583,659,0.0,0.0,0
