PassengerId,HomePlanet,CryoSleep,Deck,Num,Side,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,FirstName,LastName,Spa,VRDeck
2184_01,3,1,3,81,2,1,25.0,0,0.0,0.0,0.0,2399,1954,0.0,0.0
2184_02,3,-1,3,81,2,3,43.0,0,0.0,0.0,0.0,635,2275,0.0,0.0
2185_01,3,1,3,82,2,1,37.0,0,0.0,0.0,0.0,779,1894,0.0,0.0
2192_01,1,0,7,351,2,2,24.0,0,286.0,31.0,208.0,259,815,207.0,39.0
2197_01,1,0,7,353,2,1,53.0,0,13.0,522.0,0.0,1664,278,137.0,1.0
2199_01,1,0,0,0,0,1,19.0,-1,0.0,5.0,573.0,1536,379,124.0,0.0
2208_01,2,0,6,444,1,3,24.0,0,693.0,0.0,727.0,223,2295,0.0,2.0
2213_01,2,0,5,131,1,3,31.0,0,1423.0,0.0,686.0,741,1746,0.0,0.0
2214_01,1,0,5,132,1,3,27.0,0,0.0,674.0,0.0,1026,2011,951.0,0.0
2216_01,1,0,6,446,1,2,57.0,0,0.0,545.0,0.0,2499,1248,0.0,0.0
2217_01,3,0,8,1,2,3,26.0,0,132.0,2576.0,0.0,333,277,2060.0,3.0
2218_01,1,0,5,133,1,0,15.0,0,167.0,0.0,532.0,529,1482,0.0,89.0
2222_01,2,1,6,447,1,3,19.0,0,0.0,0.0,0.0,387,714,0.0,0.0
2226_01,1,-1,7,357,1,2,27.0,0,142.0,0.0,99.0,2111,2373,232.0,0.0
2227_01,2,1,6,436,2,3,23.0,0,0.0,0.0,0.0,1009,67,0.0,0.0
2230_01,1,1,7,358,1,3,6.0,0,0.0,0.0,0.0,32,150,0.0,-1.0
2236_01,1,0,5,160,2,0,15.0,-1,0.0,465.0,494.0,2765,532,0.0,18.0
2240_01,1,1,7,360,1,1,2.0,0,0.0,0.0,0.0,1110,2221,0.0,0.0
2240_02,1,0,6,450,1,3,21.0,0,12.0,555.0,0.0,1738,2221,0.0,882.0
2240_03,1,0,7,360,1,3,0.0,0,0.0,0.0,0.0,164,2221,0.0,0.0
2242_01,1,1,7,361,1,1,18.0,0,0.0,0.0,0.0,2244,315,0.0,0.0
2244_01,1,0,6,440,2,3,46.0,0,0.0,0.0,969.0,575,459,1.0,0.0
2245_01,0,1,1,17,1,1,43.0,0,0.0,0.0,0.0,301,1022,0.0,0.0
2245_02,3,1,1,17,1,3,45.0,1,0.0,0.0,0.0,2048,1022,0.0,0.0
2246_01,3,0,3,74,1,1,40.0,0,224.0,5672.0,-1.0,728,2375,663.0,779.0
2246_02,3,0,3,74,1,3,44.0,0,0.0,18.0,0.0,2634,2375,980.0,2601.0
2247_01,1,0,6,452,1,1,27.0,0,0.0,3.0,0.0,2229,2172,0.0,1917.0
2248_01,1,0,6,453,1,3,55.0,0,48.0,0.0,127.0,2684,57,929.0,131.0
2249_01,1,0,5,135,1,3,24.0,0,0.0,1606.0,0.0,1084,1306,0.0,2.0
2250_01,1,0,6,454,1,3,27.0,0,76.0,0.0,1.0,2478,2119,27.0,865.0
2259_01,3,0,3,77,1,1,33.0,0,0.0,2333.0,0.0,1177,514,106.0,896.0
2259_02,3,1,3,77,1,1,35.0,0,0.0,-1.0,0.0,1979,514,0.0,0.0
2260_01,3,1,4,67,1,3,33.0,0,0.0,-1.0,0.0,1411,1586,0.0,0.0
2265_01,1,0,6,443,2,3,34.0,0,0.0,-1.0,0.0,235,1397,529.0,0.0
2271_01,3,0,3,78,1,1,37.0,0,567.0,32.0,0.0,2664,1733,1273.0,11632.0
2276_01,1,1,7,361,2,3,46.0,0,0.0,0.0,0.0,722,1608,0.0,0.0
2276_02,1,0,6,444,2,3,45.0,0,1259.0,210.0,0.0,2800,1608,0.0,1.0
2283_01,1,0,6,462,1,3,14.0,0,0.0,25.0,116.0,1785,637,897.0,2.0
2285_01,1,0,7,363,2,2,-1.0,0,0.0,20.0,36.0,2815,630,0.0,788.0
2286_01,1,0,7,368,1,3,56.0,0,0.0,6.0,0.0,1258,1792,406.0,355.0
2290_01,1,1,7,364,2,2,24.0,0,0.0,0.0,0.0,121,1658,0.0,0.0
2292_01,1,1,7,366,2,2,19.0,0,0.0,0.0,0.0,761,395,0.0,0.0
2293_01,2,1,6,446,2,3,51.0,0,0.0,0.0,0.0,350,555,0.0,0.0
2294_01,3,0,3,84,2,1,24.0,0,204.0,2322.0,874.0,532,2260,0.0,252.0
2297_01,1,0,6,447,2,3,23.0,0,839.0,0.0,0.0,2186,682,38.0,0.0
2304_01,1,1,7,370,1,3,21.0,0,0.0,0.0,0.0,1854,1106,0.0,0.0
2307_01,1,1,5,164,2,3,6.0,0,0.0,0.0,0.0,2531,2232,0.0,0.0
2307_02,1,0,5,164,2,3,11.0,0,0.0,0.0,0.0,1264,2232,0.0,0.0
2307_03,1,0,5,164,2,3,4.0,0,0.0,0.0,0.0,2182,2232,0.0,0.0
2307_04,1,0,5,164,2,0,0.0,0,0.0,0.0,0.0,2380,2232,0.0,0.0
2307_05,1,1,5,164,2,3,7.0,0,0.0,0.0,0.0,713,2232,0.0,0.0
2322_01,1,0,5,165,2,3,24.0,0,51.0,1.0,199.0,2220,463,536.0,0.0
2323_01,1,0,6,451,2,3,32.0,-1,12.0,0.0,0.0,1771,1337,1123.0,19.0
2324_01,1,0,6,452,2,3,43.0,0,340.0,10.0,22.0,528,563,0.0,272.0
2326_01,1,1,7,374,1,3,24.0,0,0.0,0.0,0.0,126,776,0.0,0.0
2328_01,1,0,6,471,1,3,49.0,0,9.0,146.0,207.0,1586,1576,688.0,2.0
2330_01,1,0,6,473,1,2,21.0,0,17.0,0.0,0.0,1124,83,595.0,0.0
2331_01,3,1,0,0,0,1,29.0,0,0.0,0.0,0.0,1935,369,0.0,0.0
2334_01,1,0,7,375,2,0,25.0,0,877.0,0.0,0.0,25,1191,37.0,0.0
2335_01,1,1,7,376,2,2,27.0,0,0.0,0.0,0.0,2399,1954,0.0,0.0
2337_01,1,1,7,375,1,2,14.0,0,0.0,0.0,0.0,2559,1421,0.0,0.0
2342_01,1,0,7,377,2,3,67.0,0,0.0,1.0,3.0,1001,536,788.0,15.0
2343_01,3,1,2,69,1,1,17.0,0,0.0,0.0,0.0,1411,2161,0.0,0.0
2343_02,3,0,2,69,1,3,44.0,0,0.0,0.0,0.0,1913,2161,0.0,0.0
2344_01,0,0,2,70,1,1,52.0,0,0.0,142.0,0.0,811,1591,378.0,3209.0
2344_02,3,1,2,70,1,1,14.0,0,-1.0,0.0,0.0,1539,1591,0.0,0.0
2346_01,1,0,6,476,1,3,17.0,0,817.0,0.0,0.0,1917,2082,0.0,0.0
2350_01,2,0,5,138,1,3,19.0,0,99.0,0.0,1522.0,2299,117,276.0,0.0
2350_02,2,0,6,478,1,3,36.0,0,853.0,382.0,8.0,1800,2010,14.0,30.0
2350_03,2,1,6,478,1,1,19.0,0,0.0,0.0,0.0,533,117,0.0,0.0
2351_01,2,0,4,70,1,3,25.0,0,1872.0,189.0,438.0,351,772,4.0,269.0
2351_02,2,0,6,479,1,3,39.0,0,995.0,0.0,169.0,2287,772,27.0,0.0
2352_01,2,0,6,456,2,1,32.0,0,103.0,0.0,856.0,2797,2370,0.0,666.0
2354_01,2,0,6,458,2,3,75.0,0,940.0,0.0,0.0,1926,1511,1188.0,60.0
2355_01,3,1,4,79,2,3,37.0,0,0.0,0.0,0.0,2845,1567,-1.0,0.0
2355_02,3,1,4,79,2,1,25.0,0,0.0,0.0,0.0,2472,1567,0.0,0.0
2355_03,3,0,4,79,2,3,33.0,0,651.0,275.0,0.0,1444,1567,0.0,1128.0
2355_04,3,0,4,79,2,1,25.0,0,0.0,5619.0,0.0,1152,1567,0.0,11.0
2358_01,1,0,7,378,1,3,24.0,0,1105.0,357.0,13.0,1419,224,0.0,303.0
2359_01,1,0,6,480,1,3,22.0,0,1448.0,0.0,0.0,132,1843,0.0,1.0
2362_01,1,0,5,140,1,3,22.0,0,-1.0,170.0,0.0,1592,1219,0.0,1.0
2370_01,1,1,7,382,1,3,36.0,0,0.0,0.0,0.0,623,852,0.0,0.0
2370_02,1,1,7,382,1,3,4.0,0,0.0,0.0,0.0,392,852,0.0,0.0
2370_03,1,-1,7,382,1,3,61.0,0,17.0,21.0,-1.0,1838,852,0.0,111.0
2370_04,1,0,7,382,1,3,0.0,0,0.0,0.0,0.0,2399,1954,0.0,0.0
2371_01,1,0,6,485,1,3,15.0,0,1.0,0.0,859.0,192,2237,0.0,0.0
2372_01,2,0,6,486,1,3,42.0,0,884.0,336.0,0.0,1214,1485,8.0,0.0
2378_01,2,0,5,167,2,3,27.0,0,343.0,0.0,706.0,1623,412,0.0,0.0
2378_02,2,1,6,460,2,3,5.0,0,0.0,0.0,0.0,788,412,0.0,0.0
2380_01,3,0,1,31,2,3,32.0,0,0.0,3561.0,45.0,1241,2320,1552.0,7161.0
2380_02,3,1,1,31,2,1,38.0,0,0.0,0.0,0.0,1000,2320,-1.0,0.0
2381_01,1,1,7,381,2,2,21.0,0,0.0,0.0,0.0,290,2358,0.0,0.0
2383_01,1,0,7,382,2,2,23.0,0,169.0,5.0,0.0,371,1186,371.0,1235.0
2383_02,1,0,7,382,2,3,34.0,0,874.0,0.0,0.0,555,1186,30.0,4.0
2386_01,2,1,6,489,1,3,28.0,0,0.0,0.0,-1.0,2738,940,0.0,0.0
2388_01,1,0,7,384,1,3,23.0,0,101.0,0.0,770.0,2847,1695,917.0,0.0
2388_02,1,1,7,384,1,0,14.0,0,0.0,0.0,0.0,976,1695,0.0,0.0
2393_01,1,0,6,462,2,3,60.0,0,858.0,0.0,4.0,750,872,2.0,0.0
2394_01,1,1,7,385,2,2,78.0,0,0.0,0.0,0.0,1610,151,0.0,0.0
2394_02,1,1,7,385,2,1,6.0,0,0.0,0.0,0.0,1208,151,0.0,0.0
2394_03,1,0,6,463,2,1,17.0,0,0.0,13.0,395.0,95,151,161.0,307.0
2400_01,1,0,6,491,1,1,41.0,0,574.0,173.0,0.0,973,884,2.0,0.0
2405_01,1,0,6,464,2,2,40.0,0,2.0,10.0,0.0,2196,1358,14.0,657.0
2407_01,3,-1,3,87,2,1,47.0,0,0.0,0.0,0.0,2756,794,0.0,0.0
2408_01,1,0,7,389,2,3,23.0,0,62.0,0.0,0.0,2015,2188,0.0,643.0
2415_01,1,0,6,494,1,3,41.0,0,98.0,2634.0,0.0,531,652,3.0,0.0
2418_01,1,0,5,144,1,3,60.0,0,0.0,0.0,2.0,418,1881,24.0,1593.0
2420_01,1,0,7,392,2,3,46.0,0,611.0,0.0,296.0,585,1240,0.0,0.0
2422_01,3,0,2,93,2,1,19.0,0,0.0,799.0,0.0,2034,875,38.0,15125.0
2422_02,3,1,2,93,2,1,18.0,0,0.0,0.0,0.0,333,875,0.0,0.0
2425_01,1,1,7,396,1,3,0.0,0,0.0,0.0,-1.0,697,1651,0.0,0.0
2425_02,1,0,7,396,1,2,28.0,0,0.0,-1.0,1059.0,1778,1651,8.0,83.0
2425_03,1,0,6,495,1,3,30.0,0,0.0,1307.0,848.0,1258,1651,246.0,0.0
2425_04,1,0,7,396,1,1,9.0,0,0.0,0.0,0.0,1222,1651,0.0,0.0
2425_05,1,1,0,0,0,3,0.0,0,0.0,0.0,0.0,211,1651,0.0,0.0
2425_06,1,1,7,396,1,3,4.0,0,0.0,0.0,0.0,2078,1651,0.0,0.0
2428_01,1,0,6,496,1,2,22.0,0,470.0,-1.0,67.0,2820,653,16.0,0.0
2430_01,1,1,7,394,2,3,32.0,0,0.0,0.0,0.0,1509,1983,0.0,0.0
2430_02,1,-1,7,394,2,3,7.0,0,0.0,0.0,0.0,529,1983,0.0,0.0
2430_03,0,0,7,394,2,0,19.0,0,785.0,0.0,0.0,1512,1983,0.0,0.0
2434_01,1,1,7,397,1,3,34.0,0,0.0,0.0,0.0,752,790,0.0,0.0
2434_02,1,0,6,500,1,3,24.0,0,17.0,458.0,0.0,164,790,0.0,227.0
2437_01,1,0,6,502,1,3,17.0,0,12.0,0.0,0.0,419,144,260.0,2358.0
2440_01,1,0,7,398,1,3,31.0,0,25.0,1.0,740.0,2545,1648,0.0,0.0
2447_01,1,0,6,469,2,3,42.0,0,549.0,-1.0,2.0,1961,1540,252.0,0.0
2448_01,3,1,2,71,1,1,14.0,0,0.0,0.0,0.0,1283,2114,0.0,0.0
2448_02,3,1,2,71,1,1,27.0,0,0.0,0.0,0.0,1941,2114,0.0,0.0
2450_01,1,0,6,509,1,3,21.0,0,0.0,0.0,19.0,1563,1799,52.0,2006.0
2459_01,1,1,7,401,1,1,24.0,0,0.0,0.0,0.0,1320,709,0.0,0.0
2464_01,2,0,5,148,1,3,34.0,0,2138.0,138.0,31.0,2350,994,-1.0,40.0
2465_01,2,0,4,82,2,1,35.0,0,667.0,0.0,387.0,1615,905,0.0,0.0
2468_01,3,1,5,172,2,1,43.0,0,0.0,0.0,0.0,1717,904,0.0,0.0
2469_01,2,1,6,473,2,3,25.0,0,0.0,0.0,0.0,525,515,0.0,0.0
2469_02,2,0,6,473,2,3,19.0,0,278.0,0.0,311.0,982,515,560.0,0.0
2473_01,1,0,6,474,2,3,25.0,0,0.0,0.0,3.0,1230,1588,867.0,0.0
2481_01,0,1,7,400,2,1,22.0,0,0.0,0.0,0.0,2656,1825,0.0,0.0
2481_02,1,0,0,0,0,3,23.0,0,460.0,182.0,40.0,2142,1825,40.0,65.0
2482_01,3,0,4,84,2,1,42.0,0,3.0,2477.0,0.0,1868,1208,1585.0,1765.0
2482_02,3,0,4,84,2,1,40.0,0,33.0,3030.0,0.0,2302,1208,3588.0,377.0
2484_01,2,1,6,478,2,3,71.0,0,0.0,0.0,-1.0,2874,103,0.0,0.0
2484_02,2,0,6,478,2,3,18.0,0,572.0,0.0,21.0,922,103,441.0,5.0
2485_01,2,0,5,175,2,3,34.0,1,617.0,0.0,478.0,1981,592,0.0,203.0
2487_01,2,0,6,514,1,3,4.0,0,0.0,-1.0,0.0,1665,1844,0.0,0.0
2487_02,2,1,6,514,1,3,18.0,0,0.0,0.0,0.0,1104,1844,0.0,0.0
2487_03,2,0,4,73,1,3,22.0,0,1938.0,475.0,165.0,2060,1844,0.0,0.0
2490_01,1,0,6,479,2,3,38.0,0,41.0,0.0,19.0,1713,1494,57.0,685.0
2493_01,3,0,3,88,2,1,33.0,0,1.0,-1.0,0.0,1908,1030,0.0,6031.0
2493_02,3,0,3,88,2,2,27.0,1,0.0,11984.0,1610.0,440,1030,709.0,19086.0
2494_01,3,1,2,95,2,3,18.0,0,0.0,0.0,0.0,1983,2406,0.0,0.0
2494_02,3,0,2,95,2,1,34.0,0,65.0,1612.0,0.0,2031,2406,5831.0,631.0
2495_01,1,0,7,402,2,1,66.0,0,595.0,0.0,0.0,2399,1954,33.0,0.0
2501_01,3,1,3,90,2,3,47.0,0,0.0,-1.0,-1.0,2399,1954,0.0,0.0
2504_01,1,0,6,482,2,3,35.0,0,127.0,629.0,59.0,1885,612,86.0,0.0
2507_01,1,1,7,405,1,3,23.0,0,0.0,0.0,0.0,931,2007,0.0,0.0
2511_01,1,0,6,518,1,3,36.0,0,59.0,59.0,850.0,2096,1706,0.0,2.0
2514_01,1,0,0,0,0,3,36.0,0,3.0,755.0,0.0,1040,1382,33.0,0.0
2517_01,2,1,6,484,2,3,35.0,0,0.0,0.0,0.0,1420,2066,0.0,0.0
2525_01,1,0,6,486,2,3,15.0,0,756.0,3.0,43.0,2168,460,30.0,45.0
2529_01,3,0,3,89,1,0,39.0,1,381.0,1222.0,1104.0,1993,1229,121.0,2827.0
2533_01,1,0,7,408,1,1,48.0,0,283.0,0.0,3.0,1077,709,0.0,106.0
2536_01,2,1,6,490,2,3,47.0,0,0.0,0.0,0.0,1347,1581,0.0,0.0
2538_01,3,1,2,76,1,1,21.0,0,-1.0,0.0,0.0,1849,1019,0.0,0.0
2538_02,3,1,2,76,1,3,31.0,0,0.0,0.0,0.0,1467,1958,0.0,0.0
2539_01,1,0,0,0,0,3,13.0,0,0.0,956.0,22.0,2111,806,41.0,0.0
2543_01,1,0,6,521,1,3,32.0,0,0.0,1010.0,0.0,2286,661,0.0,0.0
2554_01,1,-1,6,493,2,2,22.0,0,0.0,1185.0,3.0,134,1223,0.0,-1.0
2556_01,2,1,6,524,1,1,40.0,0,0.0,0.0,0.0,1860,2128,0.0,0.0
2563_01,1,1,7,409,2,3,15.0,0,0.0,0.0,0.0,1580,569,0.0,0.0
2566_01,1,0,7,410,2,0,33.0,0,878.0,10.0,0.0,1901,80,0.0,0.0
2567_01,2,1,5,180,2,3,28.0,0,0.0,0.0,0.0,922,1162,0.0,0.0
2567_02,2,1,6,494,2,3,17.0,0,0.0,0.0,0.0,31,1162,0.0,0.0
2568_01,1,0,6,495,2,3,20.0,0,0.0,636.0,0.0,308,1310,4.0,0.0
2569_01,1,0,6,528,1,3,42.0,0,0.0,592.0,112.0,947,56,0.0,0.0
2570_01,1,1,7,413,1,3,18.0,0,0.0,0.0,0.0,442,2237,0.0,0.0
2575_01,2,0,6,529,1,1,27.0,0,824.0,0.0,5649.0,2403,2102,133.0,0.0
2576_01,2,1,6,497,2,3,32.0,0,0.0,0.0,0.0,2076,2266,0.0,-1.0
2577_01,1,1,7,411,2,3,19.0,0,0.0,0.0,0.0,1330,1071,0.0,0.0
2577_02,1,1,7,411,2,3,9.0,0,0.0,0.0,0.0,2021,1071,0.0,0.0
2579_01,2,0,6,530,1,3,36.0,0,904.0,49.0,123.0,2414,1873,199.0,72.0
2583_01,1,1,7,416,1,3,21.0,0,0.0,0.0,0.0,189,2004,0.0,0.0
2585_01,3,1,2,79,1,3,40.0,-1,0.0,0.0,0.0,480,728,0.0,0.0
2586_01,1,1,7,418,1,3,42.0,0,-1.0,0.0,0.0,2708,717,0.0,0.0
2587_01,2,1,6,532,1,3,40.0,0,0.0,0.0,0.0,2687,2303,0.0,0.0
2587_02,2,1,6,532,1,3,22.0,0,0.0,0.0,0.0,1623,2303,0.0,0.0
2600_01,2,0,5,157,1,3,15.0,0,81.0,0.0,2267.0,1555,626,0.0,0.0
2603_01,1,1,7,414,2,3,38.0,0,0.0,0.0,0.0,2142,846,0.0,0.0
2603_02,1,0,6,501,2,1,15.0,0,0.0,156.0,699.0,459,846,45.0,0.0
2604_01,1,1,7,423,1,2,24.0,0,0.0,0.0,0.0,2017,1695,0.0,0.0
2608_01,1,1,7,415,2,3,22.0,0,0.0,0.0,0.0,9,863,0.0,0.0
2610_01,1,0,6,502,2,3,24.0,0,2469.0,0.0,0.0,1388,10,0.0,56.0
2611_01,1,0,7,417,2,3,25.0,0,5.0,524.0,267.0,2158,917,0.0,982.0
2612_01,1,0,6,538,1,3,22.0,0,644.0,2.0,0.0,737,1551,83.0,0.0
2613_01,1,0,6,539,1,3,57.0,0,4.0,0.0,702.0,268,752,37.0,0.0
2614_01,2,0,6,503,2,3,25.0,0,938.0,0.0,206.0,983,2293,0.0,289.0
2615_01,1,0,6,540,1,3,21.0,0,0.0,0.0,1352.0,61,960,0.0,182.0
2620_01,1,1,7,425,1,1,41.0,0,0.0,0.0,0.0,1297,2163,0.0,0.0
2621_01,3,0,3,94,2,1,27.0,0,11567.0,246.0,0.0,320,1431,5957.0,496.0
2623_01,1,0,6,506,2,3,18.0,0,419.0,134.0,0.0,1315,741,311.0,0.0
2630_01,1,0,6,507,2,3,61.0,0,1.0,0.0,328.0,915,1454,241.0,873.0
2630_02,1,1,7,418,2,3,9.0,0,0.0,0.0,0.0,1225,1454,0.0,0.0
2630_03,1,-1,7,418,2,3,1.0,0,0.0,0.0,0.0,886,1454,0.0,0.0
2632_01,1,0,6,546,1,3,27.0,0,0.0,196.0,7.0,2456,203,0.0,1325.0
2637_01,1,0,0,0,0,3,20.0,0,0.0,0.0,0.0,358,2057,631.0,350.0
2637_02,1,1,7,429,1,2,2.0,0,0.0,0.0,0.0,1372,2057,0.0,0.0
2637_03,1,0,7,429,1,3,0.0,0,0.0,0.0,0.0,2117,2057,0.0,0.0
2639_01,2,1,6,509,2,3,25.0,0,0.0,0.0,0.0,1633,1845,0.0,0.0
2644_01,1,0,6,512,2,3,22.0,0,2.0,12.0,0.0,2111,2215,630.0,59.0
2653_01,2,0,6,548,1,3,32.0,1,733.0,11.0,1819.0,2792,1876,34.0,1.0
2654_01,2,0,4,89,2,3,28.0,0,1.0,-1.0,195.0,772,1962,62.0,2406.0
2656_01,3,1,3,96,2,3,43.0,0,0.0,0.0,0.0,599,359,0.0,0.0
2665_01,3,0,3,92,1,1,28.0,0,0.0,774.0,2760.0,1613,2223,4171.0,118.0
2667_01,3,1,2,101,2,1,32.0,0,0.0,0.0,0.0,2014,627,0.0,0.0
2667_02,3,0,2,101,2,3,54.0,0,0.0,373.0,-1.0,1468,627,400.0,3217.0
2667_03,3,0,2,101,2,3,27.0,0,0.0,0.0,0.0,2153,627,6.0,3223.0
2667_04,3,1,2,101,2,3,30.0,0,0.0,0.0,0.0,1984,627,0.0,0.0
2667_05,3,1,2,101,2,1,25.0,0,0.0,0.0,0.0,2669,627,0.0,0.0
2669_01,2,0,6,553,1,3,39.0,0,1236.0,0.0,849.0,204,994,-1.0,0.0
2673_01,1,0,7,433,1,3,14.0,0,100.0,3821.0,133.0,1418,2198,116.0,8.0
2674_01,1,0,7,425,2,3,8.0,0,0.0,0.0,0.0,95,916,0.0,0.0
2674_02,1,0,7,425,2,3,22.0,0,0.0,75.0,688.0,2389,916,42.0,3.0
2680_01,3,0,2,82,1,3,27.0,0,0.0,263.0,1.0,2399,1954,8580.0,0.0
2681_01,1,1,7,427,2,2,43.0,0,0.0,0.0,0.0,249,1863,0.0,0.0
2686_01,1,0,6,518,2,3,16.0,0,2730.0,397.0,0.0,2877,1169,0.0,56.0
2689_01,1,0,7,436,1,3,40.0,0,4.0,-1.0,0.0,1882,681,1759.0,0.0
2694_01,3,1,2,84,1,3,48.0,0,0.0,0.0,0.0,2589,906,0.0,0.0
2694_02,3,0,3,93,1,3,25.0,0,0.0,10754.0,3.0,475,906,345.0,478.0
2696_01,3,0,3,98,2,3,29.0,0,0.0,2074.0,0.0,1551,486,6.0,320.0
2699_01,1,0,6,519,2,2,60.0,0,0.0,245.0,0.0,431,2326,985.0,0.0
2705_01,0,1,7,430,2,3,22.0,0,0.0,0.0,0.0,1142,576,0.0,0.0
2710_01,3,1,2,104,2,1,37.0,0,0.0,0.0,-1.0,2147,2088,0.0,0.0
2710_02,3,1,2,104,2,1,35.0,0,0.0,0.0,0.0,502,2088,-1.0,0.0
2711_01,2,0,6,560,1,3,23.0,0,855.0,1296.0,3765.0,1523,14,0.0,0.0
2715_01,2,0,5,162,1,3,24.0,0,671.0,0.0,344.0,2734,464,0.0,6.0
2715_02,2,0,6,562,1,3,15.0,0,1416.0,0.0,1184.0,1066,464,3.0,0.0
2716_01,3,0,4,80,1,3,18.0,0,0.0,-1.0,0.0,2131,1052,1685.0,-1.0
2716_02,3,1,4,80,1,1,14.0,0,0.0,0.0,0.0,2016,1052,0.0,0.0
2719_01,2,0,4,92,2,3,39.0,0,2194.0,1034.0,21.0,232,1226,0.0,0.0
2719_02,2,1,6,524,2,3,12.0,0,0.0,0.0,0.0,1010,1226,0.0,0.0
2719_03,2,0,6,524,2,3,43.0,0,1259.0,0.0,0.0,1599,1226,963.0,0.0
2728_01,2,0,6,526,2,3,45.0,0,16.0,0.0,1103.0,2047,1583,-1.0,0.0
2731_01,1,1,7,434,2,3,24.0,-1,0.0,0.0,0.0,2727,2188,0.0,0.0
2733_01,1,0,6,566,1,3,52.0,0,0.0,295.0,0.0,262,579,-1.0,233.0
2735_01,1,0,7,441,1,3,18.0,0,798.0,2.0,0.0,2408,256,8.0,0.0
2742_01,1,1,7,436,2,2,38.0,0,0.0,0.0,0.0,2428,2171,0.0,0.0
2744_01,1,0,7,443,1,1,-1.0,0,0.0,765.0,3.0,2096,144,14.0,1.0
2749_01,1,1,7,437,2,3,28.0,0,0.0,0.0,0.0,1257,813,0.0,0.0
2757_01,1,0,7,445,1,3,19.0,0,0.0,0.0,0.0,2602,659,802.0,7.0
2761_01,1,0,6,531,2,2,45.0,0,3.0,31.0,60.0,2267,1892,515.0,0.0
2761_02,1,0,6,531,2,3,27.0,0,0.0,0.0,1388.0,1627,1922,0.0,15.0
2766_01,1,1,7,440,2,1,15.0,0,0.0,0.0,0.0,685,339,0.0,0.0
2767_01,1,0,7,441,2,3,22.0,0,0.0,130.0,39.0,2286,1592,457.0,0.0
2771_01,1,0,6,574,1,3,23.0,0,0.0,102.0,0.0,1779,2202,0.0,587.0
2775_01,3,0,3,101,2,3,32.0,0,0.0,442.0,0.0,593,318,1700.0,315.0
2776_01,1,0,7,445,2,3,15.0,0,0.0,34.0,861.0,2711,1825,0.0,47.0
2777_01,3,1,1,33,2,3,30.0,1,0.0,0.0,0.0,502,1407,0.0,0.0
2779_01,1,0,6,577,1,3,60.0,0,454.0,1.0,91.0,2146,765,1.0,227.0
2782_01,1,-1,6,534,2,3,50.0,0,0.0,104.0,6.0,262,674,1940.0,1.0
2791_01,1,-1,7,451,1,3,45.0,0,545.0,63.0,38.0,1759,2361,3.0,369.0
2794_01,2,0,5,170,1,3,24.0,0,915.0,0.0,67.0,861,1070,0.0,67.0
2794_02,2,0,6,579,1,3,22.0,0,842.0,-1.0,431.0,2308,2129,52.0,0.0
2794_03,2,0,6,579,1,3,20.0,0,1.0,0.0,2638.0,2208,1070,0.0,0.0
2794_04,2,1,6,579,1,1,19.0,0,0.0,0.0,0.0,855,1070,0.0,0.0
2794_05,2,0,6,579,1,3,40.0,0,203.0,2.0,112.0,1396,2129,0.0,1065.0
2794_06,2,1,6,579,1,3,14.0,0,0.0,0.0,0.0,1545,1070,0.0,0.0
2794_07,2,1,6,579,1,3,18.0,0,0.0,0.0,0.0,2134,2129,0.0,0.0
2800_01,2,1,5,191,2,1,20.0,0,0.0,0.0,0.0,2657,483,0.0,0.0
2803_01,3,1,4,84,1,3,35.0,0,0.0,0.0,0.0,286,539,0.0,0.0
2804_01,1,1,7,448,2,3,24.0,0,0.0,0.0,0.0,848,533,0.0,0.0
2808_01,3,1,3,95,1,1,30.0,0,0.0,0.0,0.0,2562,4,0.0,0.0
2808_02,3,0,3,95,1,3,44.0,0,0.0,9662.0,0.0,424,4,1.0,1260.0
2815_01,1,0,5,172,1,3,42.0,0,0.0,0.0,85.0,98,2028,0.0,703.0
2815_02,1,1,7,456,1,3,3.0,0,0.0,0.0,0.0,591,2028,0.0,0.0
2815_03,1,0,6,583,1,3,19.0,0,6.0,697.0,0.0,211,2028,0.0,0.0
2816_01,3,1,4,85,1,3,69.0,0,0.0,0.0,0.0,794,251,0.0,0.0
2827_01,1,1,7,451,2,1,50.0,0,0.0,0.0,0.0,1427,366,0.0,0.0
2828_01,1,0,7,459,1,2,15.0,0,144.0,0.0,0.0,706,840,6.0,379.0
2829_01,1,1,7,460,1,3,18.0,0,0.0,0.0,0.0,2684,2258,0.0,0.0
2830_01,1,1,7,461,1,2,25.0,0,0.0,0.0,0.0,713,970,0.0,0.0
2833_01,1,1,7,462,1,2,15.0,0,0.0,0.0,0.0,1331,989,0.0,0.0
2836_01,3,0,3,106,2,1,62.0,0,0.0,9724.0,0.0,1735,1945,47.0,14.0
2841_01,1,0,6,589,1,3,19.0,0,0.0,9.0,0.0,677,2093,1118.0,0.0
2842_01,1,1,7,463,1,3,29.0,0,0.0,0.0,0.0,2576,83,0.0,0.0
2844_01,1,0,6,541,2,1,28.0,0,16.0,0.0,0.0,2173,884,-1.0,1317.0
2845_01,3,1,3,97,1,1,25.0,0,0.0,0.0,0.0,1255,1523,0.0,0.0
2845_02,3,1,3,97,1,0,22.0,0,0.0,0.0,0.0,2167,1523,0.0,0.0
